SMILES,des_cv,pred_cv,Err_pred_des
CCC(C)C1CC1O,30.5189,32.08678436279297,0.05137420951584003
CNC=NOCC1CC1,30.5189,29.98153305053711,0.017607677519926642
CC(C)C(C)CO,30.5189,32.71832275390625,0.07206756317908744
Cc1cnc(C)nn1,30.5189,31.308387756347656,0.025868814287135437
CNC1=CC1(N)C1CCC1,30.5189,32.244598388671875,0.05654523553181394
CC(C=O)C(N)C=O,30.5189,30.613658905029297,0.003104925309539279
CC1C=C2CC2C1=O,30.5189,31.37118911743164,0.02792660015372907
C#CC1C2CC1C(=O)O2,30.5189,29.93459701538086,0.019145610904034525
O=C1CCCCC2CC2C1,30.5189,29.434778213500977,0.03552296401570902
C#CCCC1CC1CC1CC1,30.5189,29.798450469970703,0.023606667672468388
OCCOCN1CCCC1,30.5189,30.005794525146484,0.016812711954019125
CC(C)C(C)COF,30.5189,31.92493438720703,0.0460709392280532
CC1=COc2nnnn2N=N1,30.5189,28.96677589416504,0.050857799784230745
CN=C1OC1C(O)C=O,30.5189,30.69573974609375,0.005794433812940552
CN1CCC1C1CO1,30.5189,29.519916534423828,0.032733272351761385
CC1COC1CCNC=O,30.5189,29.96552085876465,0.018132342293967024
CC(O)CC1NCO1,30.5189,29.316036224365234,0.03941373298627291
Cn1ccnccnnc1,30.5189,31.396499633789062,0.02875593923074108
OC1COCC2C=CCOC12,30.5189,29.949993133544922,0.01864113275560642
OC1CC2OC2C2CC12,30.5189,31.815433502197266,0.042482969641673425
OC12C=CCC(C1)OC2,30.5189,31.088298797607422,0.018657251657413058
CC(O)C(O)CCO,30.5189,29.47594451904297,0.03417408494267585
N=C1C=NCCNNC1,30.5189,30.94670295715332,0.014017640123114586
CC12CC=CN(C1)O2,30.5189,27.406116485595703,0.1019952722543832
C#CC1C2CC=CCC12,30.5189,29.698467254638672,0.026882775767191044
CN=C1CC=CCN=CO1,30.5189,31.169723510742188,0.021325261092050792
CC1=CC2CC2(C)CCC1,30.5189,29.5271053314209,0.03249772005475624
CC1CC1CC1OO1,30.5189,31.10405921936035,0.019173666788788356
NCC1C(=O)N1C=O,30.5189,27.41000747680664,0.101867777776832
CN(C)C(O)C=O,30.5189,30.870603561401367,0.011524123130301833
OC1CCNC1(O)O,30.5189,32.013999938964844,0.04898931281811747
CCOC(C)CC=NO,30.5189,31.2996826171875,0.025583576642261074
NN=C1COC12CCC2,30.5189,30.94881820678711,0.014086949620959825
