SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_pred
CC(O)C1OCC1C,46.5366,37.27417755126953,0.19903522063774468,35.5611338959071,0.0481717950945202
CCCCC(C)C1CCC1,46.5366,37.624427795410156,0.19150888128032226,49.64980002668209,0.2422038401928996
C#CCC(C)CC1CC1,46.5366,37.45407104492188,0.1951695859834652,42.092952672343564,0.11020565992438867
COCCCOC1OC1O,46.5366,37.42454528808594,0.195804049112184,43.928507911955684,0.1480578998245377
CCCCC(O)C1CC1,46.5366,39.05169677734375,0.16083906479322188,42.9196072326429,0.09011989402264096
CC(C)C1C(=O)C1C=O,46.5366,37.55546188354492,0.19299085271496152,37.100100824733126,0.012273849630840506
C#CCCC1OC1C,46.5366,37.449554443359375,0.19526664080832346,35.897410691810386,0.0432383205817988
CC1CCOC(CO)CC1,46.5366,37.59131622314453,0.19222039807066846,43.22155867044989,0.13026467856548385
CCCC1(C)CC1CO,46.5366,38.226505279541016,0.17857116163318731,42.92781033138368,0.10951653521460038
CC1CC1C1CC1O,46.5366,37.73909759521485,0.189044803547856,33.25486853744732,0.13484428761815645
CCC1C2CCCC12OO,41.1939,33.55743789672852,0.18537846873618385,41.22418683795421,0.18597695986975968
C=C1CCOC(CC)C1,41.1939,34.46124649047852,0.16343811849622114,39.43310754574407,0.12608341986484276
CCC(C=O)OCCC=O,41.1939,36.23552322387695,0.12036677217071085,45.33657983496096,0.20074422561681185
CCC1COCC(O)C1OO,41.1939,33.62289428710937,0.18378948613485552,46.09648471199145,0.2705974328154621
C1CCC2COOC2COC1,41.1939,33.263259887695305,0.1925197690023204,41.50350975971528,0.19854344655974712
CC1COC2(O)COC12,41.1939,33.75897216796875,0.1804861358606796,33.89884223230429,0.004126101516300428
COC1COC=CC1O,41.1939,35.60993576049805,0.1355531823765643,35.157193173712294,0.012877665874768336
CCCCC1C=C1CC=O,41.1939,32.98261260986328,0.19933260483073267,44.99368776648162,0.26695022686195724
CCC12CCNC1C2C,41.1939,33.68341445922852,0.1823203323980367,38.6882302882612,0.1293627491291904
CC1(O)OCC12CC2,41.1939,33.010040283203125,0.19866678602406848,29.739317366485903,0.1099797576525107
C#CCC1CCCC1=O,41.1939,33.515724182128906,0.1863910874637044,35.63123769206063,0.05937243966136779
CC1C=C2C(O)C2CC1,41.1939,35.02944564819336,0.14964483459460354,35.69575497730093,0.01866634644739349
CCC12CC1CCC2O,41.1939,35.29724884033203,0.1431437945828865,37.62196550803121,0.06179147304791713
CCC12C3CC(O)C1C32,41.1939,34.168167114257805,0.17055274896871106,36.18189721143089,0.05565573539181061
CNC1=C2C(C)C1C2O,41.1939,38.42046356201172,0.06732638662491973,37.067374244093756,0.0365035113900349
CC1COCC(O)C2OCC12,41.1939,34.85314178466797,0.1539246882507369,43.72448831028841,0.20289194610272898
CC1CCCCCNC1O,41.1939,35.769447326660156,0.13168096910804375,42.112126138542,0.15061407232243443
CCC1(COC)CCC1,41.1939,34.68595123291016,0.1579833122644334,41.785328779989094,0.1699012010760774
CN1COCC(C=O)OC1,41.1939,33.460155487060554,0.18774004192221305,39.08378256820498,0.1438864590787919
CC(C)C(OO)OC1CC1,41.1939,36.87007522583008,0.10496274385697693,44.60074609685172,0.17333052801929105
CCC1CC2C(N)CC12,41.1939,34.684524536132805,0.15801794595479396,40.73321823555908,0.1484953549323514
CCCC(O)C1CC1CC,41.1939,35.146148681640625,0.14681181724380005,48.922504738300695,0.2815954769763611
CC(C)C=CC1CC1O,41.1939,35.973472595214844,0.12672816617958374,40.005956042909155,0.10079707739940506
C#CC(C)NCCCC=O,41.1939,34.67981719970703,0.15813221861229376,47.14307696497286,0.26437094410545137
CCC(C)(C)C=O,41.1939,34.468055725097656,0.16327282133768212,35.19562211034435,0.02067207060485108
OC1CCC2CCNCNC12,41.1939,33.402572631835945,0.1891378910024072,42.086349640778266,0.20633238765208672
C#CCC1CCCC1,41.1939,33.17679214477539,0.1946188114071406,34.449008668053914,0.03693042477760196
CN(C)C(=O)C(O)CCO,41.1939,33.61798095703125,0.18390875937866405,44.607127073945584,0.24635404335046146
CCC1OC2CCCC12,41.1939,33.26662063598633,0.19243818536272775,38.14841322279644,0.12796843104060981
CC(C)c1[nH]ccc1O,41.1939,33.00572967529297,0.19877142792275146,36.81820551295882,0.10354865981515536
COCC(C)C1(N)CC1,41.1939,37.81817626953125,0.08194717495718418,42.482180058123454,0.10978729863229682
OC1CCOCC2CCC1C2,41.1939,33.622013092041016,0.1838108775318429,43.38771201679637,0.2250798318421315
CCCC(C)C1CC1C=O,41.1939,35.53131484985352,0.13746173948440146,46.86186814012433,0.24178620571400775
CC(O)C1C(O)C1(C)OO,41.1939,34.66839599609375,0.15840947334207856,42.269984662117956,0.17983419503903186
CC1C=C2C3CC2C13O,41.1939,35.150989532470696,0.14669430346554455,33.15078548158554,0.060336550758238426
CCC1(C)C(O)C1CC=O,41.1939,34.730323791503906,0.15690614893215,44.500250884260446,0.21954768565613014
CC1=CC(C)CC1CO,41.1939,37.441871643066406,0.09108213490185668,39.889974070388966,0.06137137173874048
CC1OCC12CCCC2,41.1939,33.672924041748054,0.182574991885982,35.931886293416945,0.06286790048321937
CC1CC2CC3C1OC23,41.1939,34.714847564697266,0.15728184112945687,35.59671919593168,0.024773958138681676
CCC1=CCCC1CC=O,41.1939,38.27094268798828,0.07095607145746623,42.77043630595274,0.1052010221681612
CCC1=CC(O)C1CO,41.1939,33.16605758666992,0.19487939751589625,38.63177944604874,0.14148252909271183
