SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_pred,Err_joback_des
C#CCC1CCC1C,41.9335,33.381397247314446,0.2039444060878665,36.09153373427719,0.0750906433324791,0.1618652814461726
CC(=O)CC=CNC=N,41.9335,35.75999069213867,0.14722141743144096,35.3145151237335,0.012614517482240191,0.18742958392817186
COCC1C(=N)C1(C)C,41.9335,37.62301635742188,0.10279331900695453,39.45678558623021,0.046475383170804595,0.0627703036872351
CC1NCCC1(O)C=O,41.9335,34.141372680664055,0.1858210576111209,34.97054634369909,0.02371062936465773,0.1991090899143324
CCNOC(C=O)CC,41.9335,38.11830139160156,0.09098211712350364,42.997776870401935,0.11348204102522383,0.02475190458357259
CC(C)NCCNCN,41.9335,41.19908905029297,0.017513705025982408,47.63728008912596,0.13515026522898857,0.11973353807048996
CC1NC1C1CC(O)C1,41.9335,35.363338470458984,0.15668049482015614,36.31168540250716,0.02611685251003787,0.15482108679826473
O=CC#CCC(O)C=O,41.9335,32.54372787475586,0.22392054384308827,34.71077735417481,0.062431603225339735,0.2080829988947651
C=CC(C)(C#N)CO,41.9335,34.033252716064446,0.18839942489741016,34.77273107811479,0.021266042071563185,0.20593058698205183
CC1=NCC(C)C(=O)C1,41.9335,33.720947265625,0.19584706104606106,35.480525307636654,0.04959278440088177,0.18187370779920334
CC1OCC1C=CNO,41.9335,34.33940887451172,0.1810984326490344,36.34262541821059,0.05512030351816839,0.15383793871391402
CC(=O)N(O)C(=O)C=O,41.9335,32.31885528564453,0.22928314389105295,31.7574122605073,0.017679117572039264,0.3204318933802872
CC(C#N)C(C)(N)O,41.9335,34.48805618286133,0.17755359836738344,36.87575303788958,0.06474977887434355,0.13715643872854938
COCC(C=O)OC=O,41.9335,33.15073776245117,0.20944500787076756,34.392583495563045,0.036107951392255325,0.21925996066593265
CCOCC1CCC1O,41.9335,38.02590942382813,0.09318541443408916,40.52040962449949,0.06156157412493514,0.034873546160948114
CC1CCCCC(O)C1,41.9335,37.68131637573242,0.10140302202934598,39.05530927348217,0.035180694336036586,0.07369524861174424
C#CC(C)(C=N)C=O,41.9335,30.86979484558105,0.2638392968490335,32.249280397169414,0.042775700251266494,0.30029257966576495
CC(CO)C1OCC1=O,41.9335,34.64236068725586,0.17387385533628585,36.21246358395497,0.0433580801002115,0.15798528599915276
CC1CC(C)C(C)(C)C1,41.9335,41.016693115234375,0.021863352326078844,43.60527856141829,0.0593640387490674,0.03833890337527775
COC1CCCC(C)C1,41.9335,37.17835235595703,0.11339734684781788,40.66697851857529,0.08578523140156022,0.03114373202932219
CCC1CCC(CC)C1,41.9335,39.93268203735352,0.04771407019796789,43.64838108861571,0.0851279923468068,0.039288538219415824
COCOC(C)C=O,41.9335,32.488204956054695,0.2252446145431532,36.9532636085681,0.12082988663220867,0.134771219240218
CCC(CCN)OC=O,41.9335,38.25592041015625,0.08770027757863648,40.329348461928156,0.05141238653357542,0.039776282019190146
CNC(=O)CCC(C)=O,41.9335,37.14861297607422,0.11410655022656785,38.6125449458948,0.03791337690566341,0.0860071528245196
CC(=O)CC(N)C=N,41.9335,33.54608154296875,0.20001713324743348,34.16955477523811,0.018246454669089758,0.22721821445529172
OCC#CCCC1CO1,41.9335,35.34684753417969,0.15707375882815205,37.01140328959136,0.04497413249607288,0.13298865411549735
CCC#CCC(C)O,41.9335,35.56510925292969,0.15186881006999928,38.09969309003792,0.0665250460448186,0.10062566385776285
CCC(O)C1CC1C,41.9335,36.12629699707031,0.13848600767714808,37.97850839890278,0.04876998807794098,0.10413762329885187
C#CC#CCC(C)C=N,41.9335,36.58720397949219,0.12749462888878374,37.523171731467635,0.024943727003507193,0.11753612674575119
C#CC(O)(C#C)NC=N,41.9335,35.27108383178711,0.15888051720492904,35.28817850249963,0.0004844305214368888,0.1883157980803585
C#CCC(C)(C=N)OC,41.9335,38.845611572265625,0.07363774613934866,40.28195867987342,0.03565733034539491,0.04099952867862315
CC(C#N)C(C)CCN,41.9335,40.120849609375,0.04322678504358096,44.742768570269945,0.10329979812572558,0.0627870974469963
COC1(CCO)CC1C,41.9335,40.098045349121094,0.04377060466879484,41.05803349160769,0.023381249924763613,0.021322660486680658
C=CC(=CCO)CO,41.9335,33.258384704589844,0.20687792088449947,34.50328045169662,0.03608050396395162,0.21534820605552074
OCCC1=CCOCC1,41.9335,34.41572952270508,0.17927839262868409,36.41080089547562,0.05479339436937366,0.15167749592705695
C#CC1OC1(O)CC=O,41.9335,33.290420532226555,0.20611395346854994,33.9951296909674,0.020729709377402095,0.23351492937948243
CC(O)C1(CO)CC1C,41.9335,40.28900909423828,0.03921663838605699,40.506684350840814,0.005373810769530794,0.035224202425483665
CCCCC1OCC1C,41.9335,38.75682830810547,0.07575498567719206,43.45425804614889,0.10810056250539815,0.034996755543123606
CCN(C#N)C#CC=N,41.9335,33.26798248291016,0.2066490399582636,33.98110575846691,0.020985876110846135,0.23402399845542496
CN(C#N)CCCCO,41.9335,36.90065383911133,0.12001970169169456,41.48691116809065,0.11054709063293214,0.010764571748904815
CC1NC12C(C)C2C,41.9335,33.56234741210937,0.19962923647896372,34.85875718478552,0.03719036125711279,0.20295453385533588
CCCC1C=COC1=O,41.9335,32.802024841308594,0.21776086324040225,36.37856838456966,0.09831457646854774,0.1526979169907775
CC(O)CC(C)(O)CO,41.9335,41.54658508300781,0.009226869137853736,43.40930871277111,0.042910695539716756,0.03399751704262729
CCC1CCC1(C)CC,41.9335,41.48928833007813,0.010593240962998013,44.186004955723895,0.06103101261016873,0.05097779167817935
C#CC#CC(O)C(C)O,41.9335,36.986793518066406,0.11796550447574365,37.95409036429001,0.02548597099652026,0.10484797811026218
CCNOC1CC1O,41.9335,31.22224426269531,0.2554343362062477,34.86277543742389,0.10442459411365763,0.20281588238055054
CCNCC1=CC(=O)C1,41.9335,34.004547119140625,0.1890839753624042,36.72259059000708,0.074015569903886,0.1418992866862424
CCCC1CCC1C=O,41.9335,36.52292251586914,0.12902756707956314,40.32954986609912,0.09438804456951845,0.039771089417716406
CCC1(CO)COC1C,41.9335,39.007022857666016,0.06978852569744921,40.51043582838798,0.03711174515847692,0.035128335267496584
CC1CC=C1CCCO,41.9335,37.59769821166992,0.1033970879685712,40.47070046469458,0.07098968438984592,0.03614465572646868
CC1CCC(CNN)O1,41.9335,35.835670471191406,0.14541666039821613,40.6819017420515,0.11912499326084135,0.03076548057867134
CC(=O)C#CCC(C)C,41.9335,38.54310607910156,0.08085167994320626,40.57312594284037,0.05003360762980674,0.033528943741631685
C#CCNCCC(C)O,41.9335,40.47977828979492,0.034667311581553666,43.73171539345027,0.07436106894957054,0.0411192512635713
CC(C)C1CCC1C,41.9335,35.92149353027344,0.14337001370566646,39.236703023243,0.08449256021857147,0.06873148784084823
CC(O)(C#N)C(N)CO,41.9335,38.64556121826172,0.07840840334668661,39.97793085298388,0.033327628676478066,0.04891621715509972
C#CC#CC(O)COO,41.9335,34.732921600341804,0.1717142237032016,36.13561915045222,0.03881758727504364,0.16044780706283326
CCOC(C)(O)C#N,41.9335,33.348785400390625,0.2047221099981966,35.42075065024369,0.05849580293518738,0.1838681911082397
C#CC#CCC(C)=O,41.9335,31.061119079589844,0.2592767338860376,31.955958484175596,0.028002270845009135,0.31222789079430135
CCC1CCC2C(C)N12,41.9335,36.34965133666992,0.13315961375344487,40.32529633041366,0.09858935595087673,0.0398807650763232
CC(CO)NC(=N)C=O,41.9335,36.24784469604492,0.13558742542251612,37.3065566192675,0.028378709244792504,0.12402493824216539
CC1NC=NC(O)C1C,41.9335,34.98134231567383,0.16579006484853814,36.71308764236219,0.04716969990533158,0.1421948600044777
NCC(C=O)=CC=O,41.9335,30.171977996826172,0.28048033202985273,32.53633484105691,0.07266819867022051,0.28882064328539564
CC(C)COCC=CO,41.9335,39.539772033691406,0.05708390585828981,42.91112469052682,0.07856593555050032,0.022782546427701528
CC(O)CC(C)C#N,41.9335,34.162643432617195,0.1853138079908144,37.26441887215821,0.08323691965201904,0.1252959597695553
CC(C)(C)CCC#N,41.9335,36.1859130859375,0.13706432599383553,39.66034784462433,0.08760474749990795,0.05731548710266237
C#CCCC(C#C)C#C,41.9335,36.96186828613281,0.11855990351072986,41.00584766588804,0.09861957769304536,0.02262244013757231
CC(O)=CCCCCO,41.9335,40.15029525756836,0.042524586367263466,42.493075033300464,0.055133213444688176,0.013168617071415534
COC(=O)C1OCC1C,41.9335,34.22561264038086,0.1838121635355776,36.326309435059905,0.05782852228450113,0.15435618569962364
CC1(CN)OCC1C#N,41.9335,34.56501007080078,0.1757184573002306,37.07905796860077,0.06780236703772066,0.1309213959942041
CC(O)C1(C)OC1C#N,41.9335,35.21388244628906,0.1602446147760368,36.13302654451425,0.025437783272675627,0.1605310711611669
C#CC(=N)C#CC,41.9335,27.220684051513672,0.3508606710264187,26.661169249672056,0.02098613142589377,0.5728304939407638
C#CCC(C)(O)CO,41.9335,35.6906623840332,0.14887470914583326,37.161961608711,0.03959153825542186,0.12839845327676458
CC(C=N)OC(C)CO,41.9335,38.82980346679688,0.07401472648844308,41.08250462231129,0.054833588560980785,0.020714301270389167
CC(C#CN(C)N)CO,41.9335,38.81849670410156,0.07428436204701347,41.85610530790208,0.07257265293689519,0.001849065782126512
CCCC1CCC(C)C1,41.9335,39.26353454589844,0.06367141913032694,43.64838108861571,0.10045840036575647,0.039288538219415824
CC1CCCC1C1CO1,41.9335,35.021194458007805,0.16483969957175504,37.036787492532,0.054421378607164915,0.13221212850751063
C=C=C(C)C(C=O)CC,41.9335,38.69818115234375,0.07715356093949352,42.61316638772905,0.0918726667660319,0.015949680470699956
CC1COC1C(=O)C=N,41.9335,32.773048400878906,0.21845187258686005,32.86400740667783,0.0027677393287234816,0.27597037942120506
CC(CO)OC(N)C=N,41.9335,38.058387756347656,0.09241089447941016,40.719035796119414,0.06534162677853293,0.029825465660862447
C#CC1COC(C)C1C,41.9335,36.41863250732422,0.13151460032374554,39.677056736939285,0.08212363762812774,0.05687022800156372
N=C1NCC2(N)CCC12,41.9335,32.46995162963867,0.2256799067657441,32.711168135863915,0.0073741330552111175,0.2819322081630248
CC(CO)C(O)C=O,41.9335,33.84774780273437,0.1928232128790973,35.90187095297252,0.05721493325316747,0.16800319556961937
CCCCC1CC1C=O,41.9335,37.42646408081055,0.10748055657623272,41.44117559636356,0.09687735586114259,0.011880078124030014
C#CC(N)C1CCC1C,41.9335,38.46644973754883,0.08267972533776513,41.14875745184607,0.06518563087685428,0.019070868642200586
C#CC(O)(CC)CO,41.9335,36.21427917480469,0.1363878718732115,37.161961608711,0.025501410390676816,0.12839845327676458
CC(O)C(C)NC#N,41.9335,33.293914794921875,0.20603062480065168,35.96715712451712,0.07432453780932893,0.16588308202473706
CC(=O)C(C)CCCN,41.9335,41.31297302246094,0.014797881825725603,44.863417912906975,0.07913897459481331,0.06530750551807714
C#CC#CCC(C)C=O,41.9335,35.79080581665039,0.146486560467159,38.314579746656506,0.06586980587269395,0.0944528238929542
CCCC1=CCC(=O)C1,41.9335,35.04657745361328,0.1642343841173935,36.908226607383725,0.05043995133047137,0.13615591575486155
N#COC(C=O)COO,41.9335,31.65070533752441,0.24521670412619,34.61771203546238,0.08570776413237739,0.21133077648353327
CC(C)CC#CC=N,41.9335,33.59131622314453,0.1989384090728289,35.247648476672666,0.04699128381924019,0.18968220043819708
C#CCCC(C)(N)C=N,41.9335,39.9544677734375,0.047194539605864096,41.78826669345751,0.04388310559689027,0.00347545658229543
C#CC(C)C(O)C=CO,41.9335,37.55052947998047,0.10452193401503652,39.16330063485594,0.041180674987339634,0.0707345734460016
CCCC(O)C1OC1C,41.9335,38.92033386230469,0.07185582261665052,42.1447577958705,0.0765083038128588,0.005012670778504142
CC1CCCC2(C)OC12,41.9335,35.23492431640625,0.1597428233654179,37.5744113596402,0.06226277295049962,0.11601216047371078
C=C(C)C(C)C(=O)OO,41.9335,35.122501373291016,0.16242380499383516,38.610395264665634,0.09033561732445071,0.08606761760803606
C#CCCCOC(C)C,41.9335,40.65785217285156,0.030420733474392538,45.52902065592006,0.10699040771998475,0.07897206230489247
Cc1ncoc1OC#N,41.9335,27.68038558959961,0.3398980388090761,30.349179183305225,0.08793626930028116,0.3817012890769446
CC1=CCNNC1C=O,33.5538,31.456260681152344,0.06251272043248927,33.57970125723999,0.06323583881288458,0.000771336738274357
C#CC(C)(C=N)CC=N,33.5538,36.63736343383789,0.09189908248359016,36.92987055167949,0.007920610429226085,0.09141842365667197
C#CC1CCCOCC1,33.5538,34.025634765625,0.01406203665829198,36.39200660449276,0.06502449465305432,0.07798983538715792
CC1C#CCC1C,33.5538,30.377182006835934,0.09467237669545818,30.273875413488177,0.0034124006899271817,0.10834174818102384
C#CC1C(C)C1CCO,33.5538,38.81822967529297,0.15689518550187953,40.83623661559475,0.04941706453750771,0.1783327069080037
COCCC1C=CN=C1,33.5538,33.55786895751953,0.00012126666784473703,36.73229757238525,0.08642063863852073,0.08653141193037678
C#CC12CC(C)C1C2,33.5538,30.83442306518555,0.0810452745982409,32.43493850829736,0.049345413209350465,0.034495563832082604
O=CCC=COCC=O,33.5538,33.107559204101555,0.013299262554418276,36.47133676550762,0.092230717591556,0.07999533398695848
C=C1CC2C(CCC)N12,33.5538,35.43893051147461,0.05618232544375322,39.63902302080215,0.10595852746227814,0.15351596878683627
CC(=CNCC=O)CO,33.5538,36.857723236083984,0.0984664400480417,39.13517668748303,0.058194536071366876,0.14261789928926455
O=CCC1NCC2OC12,33.5538,30.19105529785156,0.10021948936181416,33.52602642590517,0.09947409471337527,0.0008284183082719832
CC#CC(OC)OC,33.5538,33.53586196899414,0.0005346050523595506,36.72995976509062,0.08696164701852617,0.08647327101374462
N#CCCCCC1OO1,33.5538,32.85147857666016,0.020931203718799248,37.29150627952327,0.11906270745896688,0.10022942628025827
CC1CC1CC#CC#N,33.5538,33.978683471679695,0.012662752704006252,35.78014236468608,0.050348007971717,0.062222848137222855
CC1CCN2CCCC12,33.5538,33.07826995849609,0.014172166535650468,37.571145533925964,0.11958314050799713,0.10692635204051423
OCC1CCC2NC12,33.5538,29.65721893310547,0.11612935246960206,31.420413627113824,0.05611621523934459,0.06789809956687526
C#CCC1CCOCO1,33.5538,32.63936996459961,0.02725265202154132,36.19788356202595,0.09830722813748881,0.07304525297715947
C#CC#CCC1CCO1,33.5538,32.269515991210945,0.03827536698642374,35.073122999027575,0.07993605268325726,0.04331872582517664
C#CC12CC1OC1CC12,33.5538,30.472957611083984,0.09181798749816764,32.40696881217703,0.059678867601043004,0.035388412735227796
C#CC1CCC(=O)C1=N,33.5538,31.3444881439209,0.0658438643634731,31.660169432078487,0.009970928577461617,0.05981113183819116
C#CC1=CCC(C)CO1,33.5538,34.00542449951172,0.013459712447225537,36.11504567113513,0.05841391399124049,0.07091907606757357
COC(CO)C1CNC1,33.5538,36.725921630859375,0.09453837213249684,38.6346490882278,0.04940455012311807,0.13151016530847603
CCC1CNC(C=N)O1,33.5538,34.315399169921875,0.02269785150778369,35.81721177353989,0.04192991383900753,0.06319341069457536
CC1C2CNC(=O)C12O,33.5538,33.08960723876953,0.01383428288988047,32.028640787964285,0.03312555340168965,0.047618605551592474
N#CCCCOC1CC1,33.5538,34.617782592773445,0.03170974950000998,38.033226985209765,0.08980159358459137,0.11777667424727614
CC1C2CN1CC2(C)N,33.5538,35.796730041503906,0.06684578323480213,39.38782564106552,0.09117273018030111,0.14811748417467843
C#CC1=C=CCC(O)O1,33.5538,31.184749603271484,0.07060453351717295,33.79231015694568,0.07716431760846154,0.0070581193128832565
O=CCC1CN1CCO,33.5538,34.919883728027344,0.04071323450778574,38.2999645104216,0.08825284371933355,0.12392085922508221
O=C1CCC1CCCO,33.5538,35.49110412597656,0.05773724961037378,37.5695179826244,0.055321813221268494,0.10688766314440426
CC1=CC1(C)COO,33.5538,31.890758514404297,0.0495634320284351,33.66654932232784,0.05274644546793003,0.0033490014449761396
C#CC1=CC2(C)CC12,33.5538,29.134063720703125,0.13172088643601848,30.51545250871646,0.04526850085604186,0.09956750568963922
N=CCCC1COCO1,33.5538,31.68302726745605,0.0557544222277044,35.284119239224495,0.10205985155398743,0.04903960412028476
C#CC1OCC(=O)C1O,33.5538,31.18561172485352,0.07057883980790512,32.48656790068354,0.04004597160916611,0.032851488115924
CCCCC1CC2=C1O2,33.5538,32.999759674072266,0.01651199941370983,38.36690890169062,0.1398900610255275,0.12544948340830583
CC(C=O)CC=CNO,33.5538,36.398834228515625,0.08479022431186996,39.05318282988067,0.06796753578133786,0.14081778824114013
C#CC1=CC(C=O)N1,33.5538,27.17640495300293,0.1900647630669871,28.438035207540587,0.044364184984310204,0.17989164002100003
CN1C=CCC(C=O)C1,33.5538,32.41137313842773,0.03404761492207345,35.500691456705866,0.08702135624726219,0.05484094469202535
N=CC1CC2OCCC12,33.5538,31.7583122253418,0.05351071338144131,32.92654825482654,0.03548006369946464,0.019050030398540613
CCC1=CC(C=O)C1,33.5538,30.60616683959961,0.08784796834934919,32.938065696819265,0.07079647234551605,0.01869369952833013
N=c1cnc(O)cn1O,33.5538,28.227256774902344,0.15874634840458185,29.920934492117954,0.05660510762662759,0.1214155095603398
CC1CCC(=O)C1C,33.5538,31.898799896240234,0.049323775660574005,33.8866137732245,0.05866074109048137,0.009821393646817162
CCCC(=N)NO,33.5538,29.43710708618164,0.1226893202504146,30.8443228585888,0.04562316958160458,0.08784362535152011
CC1C2CCC(O)C12O,33.5538,35.32507705688477,0.05278916417469148,35.78304448938536,0.012798447953092398,0.06229890500364325
C1CC1CCC1C2CC12,33.5538,33.221961975097656,0.00988973007237172,37.48319436296855,0.11368381111298154,0.10483082964910222
OCC12CNC1C(O)C2,33.5538,34.406875610351555,0.0254241132256722,33.9485895790519,0.013499412994242458,0.011629042147173677
CCN1CCC1C=O,33.5538,32.858413696289055,0.02072451715486592,34.086160965062874,0.03601893654237614,0.015618096904738627
O=CC1=C=CCCC1,33.5538,26.68915367126465,0.2045862563624792,30.230999740746775,0.11715940921094509,0.10991367429951712
OCCCC1=CCC=C1,33.5538,34.48404693603516,0.027724041272081067,36.99395918094422,0.06784654307025155,0.09299245760957277
CN1OC2(C)C(O)CC12,33.5538,35.31649398803711,0.052533363971803686,36.07572533992151,0.02104549097019082,0.06990643476073753
CC1CCN1CNC=N,33.5538,37.13775634765625,0.1068122343119482,37.46948937193187,0.008853417269254813,0.10450340897533245
CC1NC1CC(O)C#N,33.5538,34.21984100341797,0.019849942582299652,36.70922160602705,0.06781349463973287,0.08595719189831526
COCC1C#CC1=O,33.5538,28.17740631103516,0.16023203598295413,30.167053992024506,0.06595432492398379,0.11226638202294716
O=CC1CCC2CC12,33.5538,28.08298301696777,0.16304612243716746,30.663332603312135,0.08415098318653223,0.0942646200294501
CC1CCC=C(C=O)C1,33.5538,34.057037353515625,0.0149979243339241,36.186812405989336,0.05885500575677145,0.07276165627546513
O=C1CCC2CC12,33.5538,22.21466064453125,0.3379390517756186,24.801122904743128,0.10428811107247188,0.35291454862243177
CC1OCCC1C=O,33.5538,29.10354232788086,0.13263051195748746,32.44017719340448,0.10285501357255235,0.03432850566617548
