SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_pred
CCCCCC(C)O,45.528999999999996,39.00352096557617,0.1433257711441901,42.753453886296406,0.0877106427633484
CCNCC(=O)C(C)C#N,45.528999999999996,38.22961044311523,0.1603239596056309,43.96389377295672,0.13043165283437191
CC#CCCCC(CO)CO,45.528999999999996,39.78392791748047,0.1261848949574894,52.1458672445301,0.23706460320393563
CCC#CC(C)=O,45.528999999999996,37.38286209106445,0.17892195982638648,29.680435229380638,0.25951192434197157
CC1NC1(C)C(N)C=O,45.528999999999996,37.59821701049805,0.17419189943776398,39.14884370670257,0.03960849285413367
CC(COO)C1COC1C,45.528999999999996,37.20936965942383,0.18273255157319893,44.63535339552903,0.16636999981384795
CC(O)C(C)C(=O)C=O,45.528999999999996,38.13070297241211,0.16249636556014613,38.37530380577499,0.00637391262361998
CONC(C)CC(=O)O,45.528999999999996,37.696937561035156,0.17202359900206124,39.83712816112816,0.05372351619917569
CCC1C2CC1C(=O)CO2,45.528999999999996,37.17897033691406,0.18340024298987329,39.330642246803144,0.05470726606464132
CCC#CCCCC=O,45.528999999999996,37.20457077026367,0.18283795448475326,41.562360287498684,0.10484942354310345
CCCCC1OCC1C,45.528999999999996,37.01762008666992,0.1869441435860678,43.45425804614889,0.14812444738196165
CCCC1(C)COC1=O,45.528999999999996,38.2208251953125,0.16051691898981973,38.75040846920494,0.013666521071985682
CC(N)CCC(CCC=O)OO,45.528999999999996,39.36685562133789,0.13534548043361622,57.926438320405154,0.3203991689668493
CC1(O)CC1C(O)C=O,45.528999999999996,37.454776763916016,0.17734242430283967,36.076227398059785,0.03821212652435964
CCNCNC(C)C=O,45.528999999999996,36.738582611083984,0.1930729290982894,43.57029196253682,0.1567974196116695
CCN1C2C(=O)C(O)C21,45.528999999999996,37.45752334594727,0.17728209831212496,34.777332560381176,0.077067175319231
C#CC1CC1COC=O,45.528999999999996,38.23012161254883,0.1603127322684701,32.7727025117606,0.16652331612963
CC1OCC1(C)CC=O,45.528999999999996,37.53828811645508,0.17550817904071964,38.449799230211646,0.023706524663472225
CCCC(O)CONCC,45.528999999999996,39.14042282104492,0.1403188556514547,50.53041163827726,0.22540858955924897
CC(C)(C)N(N)C(N)CO,45.528999999999996,37.28649139404297,0.18103864802558886,51.54189281365273,0.27657892718743354
CNNCC=CC(O)CO,45.528999999999996,40.2140998840332,0.1167365880200927,45.2885558501149,0.1120472020100598
CC(=O)CCCCC=COO,45.528999999999996,38.49649429321289,0.15446211660232187,48.53804098436176,0.20687993350172712
CCCCC(CO)CCO,45.528999999999996,40.0013542175293,0.12140933871753623,51.327629871089655,0.22066625094528075
COOC(C)C1COC1C,45.528999999999996,36.542030334472656,0.1973900078088108,45.13539691035771,0.1903908498456794
CC(CC=O)C1NC1C,45.528999999999996,37.6662483215332,0.17269765816219992,40.0863143960507,0.060371378885256774
CCCCCCCCCCO,45.528999999999996,38.25661087036133,0.15973092160246602,59.22075402133146,0.353999936296299
CC(=O)CCCC(C)CCO,45.528999999999996,38.23289108276367,0.1602519035611661,53.80106272389211,0.2893655041913305
CC#CCC(=O)CO,45.528999999999996,38.25682067871094,0.1597263133670642,32.78261304447492,0.16698509135953768
COC(CO)CC1NC1C,45.528999999999996,38.22187042236328,0.16049396159890886,45.74917232415004,0.1645341657429997
CC(O)C1(C)NCCC1C,45.528999999999996,37.836273193359375,0.16896322797866475,44.8216958402409,0.1558491376984004
CC1C2NC1C(O)C2O,45.528999999999996,36.79627990722656,0.19180566436278945,35.584390114125775,0.034056781336255344
CC1NCC1(C)CCO,45.528999999999996,36.952308654785156,0.18837864537360466,40.512629026744555,0.08788174101485838
CC(=O)CCC(=O)OO,45.528999999999996,40.90715408325195,0.10151432969641436,35.78042339934338,0.14328311956204126
CCCCC(C=O)CO,45.528999999999996,36.71663665771485,0.1935549505213196,43.79499510321434,0.1616248255951962
CC(=O)CCC(C)O,45.528999999999996,41.32036972045898,0.0924384519655828,37.38506821479524,0.10526399157689197
CC1=CC1CC(O)CO,45.528999999999996,36.83597183227539,0.19093387001086368,39.16120021441616,0.05937582018451008
CC(=O)C1(O)C=CCCC1,45.528999999999996,37.63108444213867,0.1734699984155446,37.331430085302216,0.008026865195138424
COCCCC1COC1=O,45.528999999999996,39.72072219848633,0.12757314681881166,42.92663166228417,0.07468346198275308
CC(N)C1CC1(C)CCO,45.528999999999996,37.26632308959961,0.18148162512685087,47.98503404895256,0.22337612490632225
CC=CCC(O)COO,45.528999999999996,36.92387390136719,0.18900318694969834,40.54130433592214,0.08922826963289594
CCC(O)CC(C)=O,45.528999999999996,37.75193786621094,0.1708155710379992,37.38506821479524,0.009813266871892668
CC#CCC(C=O)CO,45.528999999999996,39.92676162719727,0.12304769208202986,39.14123430695584,0.020069048259467846
CCNNCCC(CO)OO,45.528999999999996,37.63147735595703,0.1734613684474285,52.33532770573044,0.28095458640193854
CCN1C(CO)C1CC=O,45.528999999999996,38.13880920410156,0.16231832010143954,44.3028620160794,0.1391344155088816
CCCC(C=O)C(C)O,45.528999999999996,37.63504409790039,0.17338302844559758,43.743689477276156,0.13964632275814473
CC#CC=CCC=COO,45.528999999999996,36.52094268798828,0.19785317735974264,40.3361171642129,0.09458457443220457
CCC1CC1COCCO,45.528999999999996,38.45111846923828,0.1554587522405878,47.1040335244629,0.18369796401258998
CC(C)CCC(C)COO,45.528999999999996,38.00450897216797,0.1652680934751924,51.77636775998016,0.26598734873899293
CCNNCCCCCCO,45.528999999999996,37.68228530883789,0.1723454214053046,56.62623052604928,0.3345436388971144
CC(O)C(C)C1(O)CC1,45.528999999999996,36.69216918945313,0.19409235455526974,39.9244793889438,0.0809606098554609
CCNNCCC(CC)CO,45.528999999999996,36.564151763916016,0.19690413222526276,56.574924900111085,0.3537039275178212
CC(=O)C#CC=C=O,45.528999999999996,39.84068298339844,0.12493832538824848,28.82646256372241,0.382087132450904
C#CCCCCCCO,45.528999999999996,36.99452209472656,0.18745146841075885,45.080282767029544,0.17936357484910634
CC1NC1CC(=O)O,45.528999999999996,38.6939582824707,0.15012501301432712,31.50497314301615,0.22818572505427343
CCCCCONC(C)O,45.528999999999996,38.799171447753906,0.14781410863946268,50.53041163827726,0.2321619755346863
COC1=CC(O)CC1O,45.528999999999996,37.88082504272461,0.16798469013761325,35.65037687600832,0.06256450456256785
CC#CCCCCCCO,45.528999999999996,37.834720611572266,0.1689973289206382,49.09499505537401,0.2293568709213909
CCCCCC(O)COO,45.528999999999996,36.64472198486328,0.1951344860448664,49.45785303131366,0.25907171988112576
CC(N)CC1CC(=O)CN1,45.528999999999996,38.28081130981445,0.15919938259539085,42.58138075015883,0.10099647697141277
CC#CC(=O)C=O,45.528999999999996,38.73353576660156,0.1492557322453478,25.249978276599613,0.5340027362517702
CC(C)(O)CC(=O)CO,45.528999999999996,42.39457321166992,0.06884462185266713,40.4620490218128,0.047761402019341856
CCOCC1(C)CC1O,45.528999999999996,36.449310302734375,0.19942651271202155,41.05803349160769,0.11224899969491577
CC(N)CCC(=O)C=O,45.528999999999996,41.70219039916992,0.08405213382305962,40.432960960125946,0.03139095947723592
